Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Region,Category,Sub_Category,Product_Name,Quantity,Sales,Discount,Profit
ORD103252,2025-09-11,CUST1852,Aman Sharma,Mumbai,Delhi,East,Sports,Fitness,Fitness Product 6,3.0,1279.64,0.1,300.38
ORD104679,2025-10-05,CUST2079,Aman Sharma,Jaipur,West Bengal,East,Electronics,Phones,Phones Product 12,6.0,1777.86,0.15,120.45
ORD100315,2025-11-18,CUST1315,Rahul Singh,Mumbai,West Bengal,East,Sports,Cricket,Cricket Product 9,5.0,1236.67,0.15,301.97
ORD101281,2025-12-14,CUST1081,Sneha Joshi,Agra,West Bengal,South,Home & Kitchen,Decor,Decor Product 16,7.0,3097.18,0.05,701.4
ORD103084,2025-12-02,CUST1684,Sneha Joshi,Mumbai,West Bengal,West,Furniture,Chairs,Chairs Product 12,7.0,1113.81,0.1,294.17
ORD101629,2025-07-04,CUST1429,Vikas Yadav,Delhi,Rajasthan,West,Furniture,Tables,Tables Product 23,4.0,3227.79,0.0,702.31
ORD104390,2024-09-04,CUST1790,Rohit Agarwal,Ahmedabad,Maharashtra,North,Sports,Cycling,Cycling Product 17,6.0,1664.15,0.15,0.35
ORD102124,2025-05-08,CUST1924,Sneha Joshi,Mumbai,Uttar Pradesh,South,Electronics,Accessories,Accessories Product 23,2.0,1807.23,0.05,386.31
ORD103169,2025-08-10,CUST1769,Vikas Yadav,Chennai,Tamil Nadu,South,Electronics,Phones,Phones Product 24,7.0,2010.3,0.0,264.26
ORD100069,2025-01-24,CUST1069,Arjun Kumar,Kolkata,Maharashtra,,Electronics,Phones,Phones Product 18,-2.0,2551.77,0.2,130.84
ORD102893,2025-11-09,CUST1493,Rohit Agarwal,Bengaluru,Tamil Nadu,South,Sports,Fitness,Fitness Product 8,5.0,1673.77,0.4,-43.05
ORD100746,2025-07-18,CUST1746,Rohit Agarwal,Kolkata,Tamil Nadu,East,Clothing,Footwear,Footwear Product 3,2.0,2203.72,0.4,206.13
ORD101684,2024-08-14,CUST1484,Vikas Yadav,Bengaluru,Tamil Nadu,West,Furniture,Tables,Tables Product 6,3.0,1215.4,0.2,212.65
ORD104618,2025-06-20,CUST2018,Rohit Agarwal,Ahmedabad,West Bengal,East,Clothing,Kids,Kids Product 18,2.0,1275.17,0.4,153.85
ORD104999,2025-05-30,CUST1199,Neha Verma,Kolkata,Gujarat,,Clothing,Footwear,Footwear Product 16,7.0,2503.99,0.2,-19.58
ORD103158,2025-04-26,CUST1758,Aman Sharma,Jaipur,Maharashtra,East,Home & Kitchen,Appliances,Appliances Product 19,6.0,1168.3,0.2,231.29
ORD100798,2025-06-25,CUST1798,Priya Gupta,Kolkata,Delhi,East,Electronics,Accessories,Accessories Product 13,2.0,1324.03,0.05,131.96
ORD102929,2024-08-14,CUST1529,Vikas Yadav,Bengaluru,Maharashtra,North,Electronics,Audio,Audio Product 28,2.0,777.51,0.15,12.07
ORD103972,2025-02-24,CUST1372,Pooja Singh,Mumbai,Maharashtra,South,Sports,Outdoor,Outdoor Product 2,7.0,1873.14,0.2,53.77
ORD101244,2024-04-29,CUST1044,Priya Gupta,Jaipur,Maharashtra,West,Home & Kitchen,Bedding,,1.0,1293.2,0.1,135.47
ORD103692,2025-04-15,CUST1092,Sneha Joshi,Delhi,Karnataka,West,Furniture,Chairs,Chairs Product 5,5.0,2113.96,0.4,126.64
ORD102630,2024-02-13,CUST1230,Arjun Kumar,Chennai,Karnataka,East,Clothing,Kids,Kids Product 10,7.0,1549.77,0.15,128.4
ORD102197,2024-08-13,CUST1997,,Delhi,Karnataka,West,Electronics,Audio,Audio Product 13,5.0,1498.27,0.0,166.05
ORD100491,2024-12-01,CUST1491,Rohit Agarwal,Mumbai,Karnataka,North,Furniture,Beds,Beds Product 9,1.0,3064.65,0.0,871.4
ORD100387,2025-05-20,CUST1387,Rahul Singh,Chennai,Rajasthan,West,Home & Kitchen,Decor,Decor Product 8,7.0,1841.39,0.1,
ORD102119,2024-05-20,CUST1919,Priya Gupta,Kolkata,West Bengal,East,Furniture,Tables,Tables Product 30,3.0,3031.14,0.15,599.97
ORD104299,2025-04-12,CUST1699,Pooja Singh,Bengaluru,Uttar Pradesh,North,Home & Kitchen,Bedding,Bedding Product 4,7.0,421.12,0.05,39.55
ORD101519,11/12/2025,CUST1319,Anjali Mehta,Bengaluru,Delhi,North,Furniture,Tables,Tables Product 6,5.0,528.71,0.1,42.24
ORD101212,2024-08-09,CUST1012,Priya Gupta,Jaipur,Karnataka,South,Electronics,Accessories,Accessories Product 23,7.0,4083.21,0.15,117.19
ORD104895,2024-09-16,CUST1095,Pooja Singh,Delhi,Maharashtra,West,Furniture,Tables,Tables Product 5,7.0,965.16,0.05,69.13
ORD100964,2025-01-26,CUST1964,Pooja Singh,Bengaluru,Delhi,North,Home & Kitchen,Appliances,Appliances Product 1,5.0,1020.8,0.15,163.57
ORD101391,2024-04-11,CUST1191,Aman Sharma,Delhi,Tamil Nadu,West,Furniture,Beds,Beds Product 23,2.0,1661.08,0.15,124.7
ORD100410,2024-10-31,CUST1410,Anjali Mehta,Chennai,,East,Electronics,Laptops,Laptops Product 11,2.0,1281.2,0.4,-112.71
ORD101943,2025-12-07,CUST1743,Arjun Kumar,Mumbai,Uttar Pradesh,West,Home & Kitchen,Cookware,Cookware Product 3,3.0,743.32,0.1,28.24
ORD100109,2025-11-05,CUST1109,Neha Verma,Mumbai,West Bengal,,Furniture,Beds,Beds Product 21,3.0,488.71,0.1,79.23
ORD104072,2025-01-01,CUST1472,Arjun Kumar,Bengaluru,Delhi,South,Furniture,Storage,Storage Product 20,2.0,1867.49,0.3,56.11
ORD104796,2024-12-31,CUST2196,Anjali Mehta,Kolkata,Uttar Pradesh,South,Electronics,Phones,Phones Product 20,6.0,1764.96,0.3,66.51
ORD103185,2024-12-13,CUST1785,Rohit Agarwal,Ahmedabad,Uttar Pradesh,East,Sports,Fitness,,6.0,1368.22,0.4,-121.99
ORD102638,2025-05-29,CUST1238,Rohit Agarwal,Agra,Rajasthan,West,Sports,Fitness,Fitness Product 25,3.0,966.86,0.15,109.36
ORD104423,2025-09-30,CUST1823,Rahul Singh,Ahmedabad,West Bengal,North,Home & Kitchen,Cookware,Cookware Product 12,3.0,4376.63,0.05,389.92
ORD102841,2025-10-27,CUST1441,Rahul Singh,Agra,,West,Clothing,Men,Men Product 9,2.0,3122.76,0.3,-155.75
ORD100505,2025-07-30,CUST1505,Rohit Agarwal,Bengaluru,West Bengal,North,Home & Kitchen,Appliances,Appliances Product 17,5.0,806.87,0.1,97.14
ORD102534,2024-07-29,CUST1134,Neha Verma,Delhi,Uttar Pradesh,South,Furniture,Chairs,Chairs Product 12,4.0,506.98,0.0,148.0
ORD104535,2025-11-07,CUST1935,Pooja Singh,Bengaluru,Maharashtra,North,Sports,Fitness,Fitness Product 7,4.0,2476.0,0.0,252.03
ORD101729,2024-09-27,CUST1529,Priya Gupta,Mumbai,Tamil Nadu,West,Electronics,Laptops,Laptops Product 28,4.0,2014.48,0.2,426.5
ORD100721,2024-01-05,CUST1721,Aman Sharma,Ahmedabad,West Bengal,North,Sports,Fitness,Fitness Product 9,5.0,2201.47,0.0,238.81
ORD102925,2024-09-10,CUST1525,Pooja Singh,Chennai,Uttar Pradesh,South,Furniture,Beds,Beds Product 17,-3.0,2238.13,0.2,406.1
ORD103698,2025-12-25,CUST1098,Aman Sharma,Delhi,Uttar Pradesh,West,Electronics,Accessories,Accessories Product 22,7.0,3189.34,0.1,613.32
ORD103263,2024-04-12,CUST1863,Priya Gupta,Ahmedabad,West Bengal,West,Sports,Cycling,Cycling Product 11,5.0,2541.35,0.1,646.78
ORD103910,2025-06-01,CUST1310,Neha Verma,Mumbai,Rajasthan,East,Clothing,Footwear,Footwear Product 20,7.0,1161.85,0.1,58.78
ORD104441,2024-10-21,CUST1841,,Bengaluru,West Bengal,West,Sports,Outdoor,Outdoor Product 28,3.0,1981.73,0.3,-67.63
ORD101545,2025-02-22,CUST1345,Rahul Singh,Ahmedabad,Tamil Nadu,South,Clothing,Kids,Kids Product 18,7.0,1877.49,0.3,344.8
ORD102894,2024-03-26,CUST1494,Rohit Agarwal,Bengaluru,Rajasthan,South,Home & Kitchen,Bedding,Bedding Product 10,4.0,1251.09,0.05,335.36
ORD104599,2025-03-08,CUST1999,,Agra,Gujarat,North,Electronics,Laptops,Laptops Product 26,2.0,1138.26,0.3,-43.27
ORD104161,2024-07-16,CUST1561,Pooja Singh,Chennai,Tamil Nadu,West,Sports,Cricket,Cricket Product 3,3.0,1389.65,0.1,114.98
ORD102291,2025-09-18,CUST2091,Rahul Singh,Kolkata,Delhi,South,Electronics,Phones,Phones Product 6,7.0,976.61,0.3,102.76
ORD103977,2024-06-04,CUST1377,Vikas Yadav,Delhi,Rajasthan,West,Home & Kitchen,Appliances,Appliances Product 12,5.0,817.88,0.15,164.78
ORD100177,2024-10-09,CUST1177,Rahul Singh,Jaipur,Maharashtra,North,Home & Kitchen,Decor,Decor Product 21,1.0,1546.61,0.2,222.31
ORD102939,2024-09-24,CUST1539,Aman Sharma,Bengaluru,Gujarat,West,Electronics,Audio,Audio Product 2,6.0,1617.97,0.15,372.61
ORD104896,2024-07-11,CUST1096,Rahul Singh,Jaipur,West Bengal,North,Clothing,Footwear,Footwear Product 27,2.0,11082.14,0.4,1162.0
ORD100080,2024-09-27,CUST1080,Sneha Joshi,Ahmedabad,West Bengal,South,Furniture,Chairs,Chairs Product 28,4.0,809.87,0.0,155.15
ORD102807,2025-02-17,CUST1407,Rahul Singh,Ahmedabad,Rajasthan,South,Electronics,Laptops,Laptops Product 19,7.0,606.37,0.15,3.22
ORD103520,2025-12-01,CUST2120,Sneha Joshi,Bengaluru,Karnataka,West,Home & Kitchen,Appliances,Appliances Product 10,4.0,2044.24,0.05,470.54
ORD101669,2024-01-17,CUST1469,Rohit Agarwal,Jaipur,Delhi,West,Clothing,Men,Men Product 21,1.0,1221.92,0.1,258.51
ORD104864,2025-11-25,CUST1064,Neha Verma,Agra,Rajasthan,West,Furniture,Chairs,Chairs Product 22,2.0,3508.81,0.1,737.41
ORD102366,2025-03-11,CUST2166,Rahul Singh,Delhi,Delhi,West,Clothing,Kids,Kids Product 8,2.0,311.52,0.05,31.82
ORD100927,2025-03-18,CUST1927,Vikas Yadav,Mumbai,Tamil Nadu,South,Furniture,Chairs,Chairs Product 4,5.0,1015.13,0.2,27.16
ORD100221,2024-02-22,CUST1221,Neha Verma,Delhi,West Bengal,North,Clothing,Kids,Kids Product 24,6.0,1103.81,0.0,318.84
ORD100093,2025-01-14,CUST1093,Sneha Joshi,Bengaluru,West Bengal,East,Clothing,Footwear,Footwear Product 8,5.0,1178.77,0.1,221.5
ORD102653,2024-07-04,CUST1253,Neha Verma,Chennai,West Bengal,West,Electronics,Accessories,Accessories Product 28,6.0,488.83,0.1,125.52
ORD101743,2025-07-15,CUST1543,Anjali Mehta,Ahmedabad,West Bengal,East,Electronics,Laptops,Laptops Product 9,1.0,653.02,0.15,143.03
ORD101047,2025-05-17,CUST2047,Rohit Agarwal,Kolkata,West Bengal,East,Electronics,Audio,Audio Product 2,7.0,1263.2,0.2,181.24
ORD100555,2025-12-29,CUST1555,Priya Gupta,Bengaluru,Maharashtra,North,Electronics,Accessories,Accessories Product 20,2.0,343.56,0.2,15.14
ORD101018,2024-12-14,CUST2018,Rohit Agarwal,Delhi,Uttar Pradesh,West,Furniture,Chairs,Chairs Product 1,3.0,785.74,0.15,1.43
ORD101345,2024-10-22,CUST1145,Sneha Joshi,Agra,Maharashtra,West,Clothing,Footwear,Footwear Product 19,5.0,1422.33,0.0,409.63
ORD104897,2025-10-16,CUST1097,Sneha Joshi,Ahmedabad,Gujarat,North,Electronics,Phones,Phones Product 8,5.0,1538.4,0.2,89.05
ORD102804,2025-12-25,CUST1404,Rohit Agarwal,Bengaluru,Karnataka,West,Electronics,Phones,Phones Product 13,7.0,2783.31,0.1,624.42
ORD101837,2024-07-26,CUST1637,Vikas Yadav,Chennai,Delhi,East,Electronics,Audio,Audio Product 29,6.0,828.86,0.0,196.59
ORD102776,2025-07-16,CUST1376,Priya Gupta,Chennai,Maharashtra,South,Furniture,Tables,Tables Product 16,1.0,1885.71,0.15,273.38
ORD104956,2025-08-29,CUST1156,Neha Verma,Agra,Rajasthan,East,Furniture,Beds,Beds Product 18,5.0,2302.59,0.4,26.86
ORD102436,2024-04-01,CUST1036,Rohit Agarwal,Mumbai,,West,Sports,Outdoor,Outdoor Product 24,6.0,1246.74,0.15,137.17
ORD104001,2025-08-23,CUST1401,Vikas Yadav,Delhi,Delhi,North,Clothing,Footwear,Footwear Product 1,2.0,1767.23,0.0,193.26
ORD103892,2025-02-25,CUST1292,Anjali Mehta,Chennai,Karnataka,South,Furniture,Storage,Storage Product 20,1.0,415.92,0.1,104.82
ORD103964,2025-08-15,CUST1364,Pooja Singh,Jaipur,Gujarat,East,Home & Kitchen,Bedding,Bedding Product 23,5.0,849.15,0.15,55.32
ORD103408,2024-05-03,CUST2008,Rohit Agarwal,Chennai,Rajasthan,South,Sports,Cycling,Cycling Product 4,6.0,3118.73,0.15,569.32
ORD100219,2025-09-29,CUST1219,Anjali Mehta,Mumbai,West Bengal,North,Home & Kitchen,Bedding,Bedding Product 6,3.0,2959.64,0.05,446.1
ORD103831,2024-08-13,CUST1231,Aman Sharma,Jaipur,Karnataka,South,Sports,Cricket,Cricket Product 26,2.0,655.14,0.15,125.5
ORD103055,2025-05-30,CUST1655,Sneha Joshi,Chennai,West Bengal,North,Furniture,Beds,Beds Product 17,4.0,795.75,0.3,-18.81
ORD100043,2025-05-19,CUST1043,Sneha Joshi,Delhi,Rajasthan,West,Electronics,Phones,Phones Product 1,3.0,1615.24,0.0,113.83
ORD100210,2025-11-29,CUST1210,Pooja Singh,Ahmedabad,Karnataka,West,Home & Kitchen,Decor,Decor Product 3,1.0,1319.72,,184.05
ORD102561,2024-06-17,CUST1161,Sneha Joshi,Chennai,West Bengal,West,Sports,Cricket,Cricket Product 11,7.0,1108.3,0.1,86.52
ORD100354,2024-06-29,CUST1354,Sneha Joshi,Kolkata,Maharashtra,South,Home & Kitchen,Decor,Decor Product 4,4.0,4861.52,0.05,591.62
ORD104180,2025-05-29,CUST1580,Vikas Yadav,Kolkata,Maharashtra,South,Electronics,Audio,Audio Product 6,7.0,1741.47,0.15,396.8
ORD101840,2024-01-22,CUST1640,Neha Verma,Chennai,Maharashtra,North,Sports,Fitness,Fitness Product 14,2.0,1999.09,0.55,423.79
ORD100811,2025-03-25,CUST1811,Sneha Joshi,Agra,Gujarat,West,Electronics,Audio,Audio Product 6,1.0,444.35,0.3,-15.49
ORD101765,2025-01-29,CUST1565,Neha Verma,Bengaluru,Karnataka,West,Clothing,Kids,Kids Product 23,2.0,714.81,0.1,71.89
ORD100367,2025-07-23,CUST1367,Vikas Yadav,Ahmedabad,West Bengal,East,Home & Kitchen,Bedding,Bedding Product 25,6.0,588.32,0.15,54.04
ORD100657,2024-04-26,CUST1657,Sneha Joshi,Chennai,Tamil Nadu,South,Home & Kitchen,Bedding,Bedding Product 14,5.0,983.65,0.1,93.47
ORD103778,2024-06-19,CUST1178,Aman Sharma,Ahmedabad,Karnataka,South,Home & Kitchen,Cookware,Cookware Product 9,4.0,947.45,0.05,113.42
ORD103008,2025-07-25,CUST1608,Sneha Joshi,Agra,Delhi,South,Clothing,,Kids Product 25,3.0,1256.43,0.0,187.58
ORD100135,2025-02-01,CUST1135,Pooja Singh,Chennai,West Bengal,South,Furniture,Chairs,Chairs Product 12,3.0,1194.65,0.05,329.56
ORD103919,2024-11-26,CUST1319,Pooja Singh,Jaipur,Karnataka,North,Home & Kitchen,Bedding,Bedding Product 6,3.0,3223.25,0.15,425.5
ORD100047,2024-01-21,CUST1047,Rahul Singh,Chennai,West Bengal,East,Sports,Fitness,Fitness Product 3,4.0,1659.34,0.1,266.22
ORD102664,2025-04-17,CUST1264,Priya Gupta,delhi,Delhi,East,Furniture,Storage,,3.0,1465.38,0.05,184.93
ORD103664,2024-10-20,CUST1064,Aman Sharma,Mumbai,Uttar Pradesh,East,Furniture,Chairs,Chairs Product 3,4.0,4227.19,0.15,578.8
ORD102057,2025-01-15,CUST1857,Rahul Singh,Bengaluru,Tamil Nadu,East,Clothing,Men,Men Product 11,1.0,726.9,0.1,41.9
ORD101002,2025-02-22,CUST2002,Rahul Singh,Chennai,Rajasthan,South,Sports,Fitness,Fitness Product 28,5.0,1167.01,0.0,329.85
ORD102036,2024-10-13,CUST1836,Neha Verma,Ahmedabad,Uttar Pradesh,East,Furniture,Tables,Tables Product 28,7.0,4647.25,0.2,781.45
ORD104819,2025-11-05,CUST1019,Aman Sharma,Chennai,Gujarat,West,Sports,Fitness,Fitness Product 1,6.0,1752.81,0.1,105.73
ORD100061,2025-03-03,CUST1061,Sneha Joshi,Chennai,Rajasthan,East,Sports,Fitness,Fitness Product 25,2.0,,0.15,141.38
ORD100653,2024-07-09,CUST1653,Sneha Joshi,Delhi,Rajasthan,South,Sports,Cricket,Cricket Product 6,7.0,2035.95,0.1,126.95
ORD100655,2025-01-03,CUST1655,Arjun Kumar,Kolkata,Gujarat,East,Home & Kitchen,Cookware,Cookware Product 14,3.0,1494.31,0.3,7.95
ORD100095,2024-02-10,CUST1095,Pooja Singh,Bengaluru,Delhi,North,Furniture,Beds,Beds Product 7,2.0,1156.02,0.2,126.17
ORD100478,2024-09-10,CUST1478,Rahul Singh,Agra,Delhi,North,Furniture,Chairs,Chairs Product 22,6.0,885.77,0.0,222.62
ORD101752,2024-06-01,CUST1552,Aman Sharma,Bengaluru,Rajasthan,North,Sports,Fitness,Fitness Product 23,4.0,3425.02,0.05,294.43
ORD101609,2025-07-10,CUST1409,Sneha Joshi,Delhi,Delhi,North,Sports,Cycling,Cycling Product 29,4.0,520.09,0.3,47.79
ORD100881,2024-11-07,CUST1881,Vikas Yadav,Jaipur,Gujarat,North,Furniture,Chairs,Chairs Product 1,6.0,787.16,0.0,132.85
ORD102905,2025-01-25,CUST1505,Pooja Singh,Chennai,West Bengal,North,Electronics,Audio,Audio Product 27,5.0,3509.38,0.2,504.78
ORD102952,2024-04-13,CUST1552,Aman Sharma,Agra,Tamil Nadu,South,Home & Kitchen,Cookware,Cookware Product 20,3.0,1114.44,0.0,197.78
ORD101168,2024-06-09,CUST2168,Vikas Yadav,Agra,Rajasthan,West,Furniture,Storage,Storage Product 2,5.0,3076.94,0.2,376.1
ORD100322,2024-08-17,CUST1322,Vikas Yadav,Delhi,,East,Home & Kitchen,Bedding,Bedding Product 13,7.0,1926.88,0.1,385.35
ORD102094,2025-09-20,CUST1894,Vikas Yadav,Mumbai,Karnataka,East,Electronics,Laptops,Laptops Product 23,5.0,2394.64,0.0,348.19
ORD102251,2025-12-12,CUST2051,Rohit Agarwal,Agra,Tamil Nadu,West,Electronics,Laptops,Laptops Product 22,2.0,446.94,0.05,53.39
ORD100763,2024-12-13,CUST1763,Aman Sharma,Chennai,West Bengal,West,Home & Kitchen,Bedding,Bedding Product 13,1.0,1125.55,0.1,279.0
ORD102784,2025-12-04,CUST1384,Pooja Singh,Kolkata,Delhi,East,Electronics,Accessories,Accessories Product 4,1.0,1645.6,0.05,132.0
ORD101255,2024-03-25,CUST1055,Vikas Yadav,Delhi,West Bengal,South,Sports,Outdoor,Outdoor Product 1,1.0,1789.69,0.0,305.13
ORD102093,2025-03-29,CUST1893,Sneha Joshi,Ahmedabad,Delhi,West,Home & Kitchen,Bedding,Bedding Product 8,5.0,556.05,0.15,11.27
ORD104978,2025-09-29,CUST1178,Vikas Yadav,Jaipur,West Bengal,East,Furniture,Storage,Storage Product 8,7.0,691.38,0.15,140.57
ORD101183,2025-04-20,CUST2183,Neha Verma,Kolkata,Gujarat,East,Home & Kitchen,Appliances,Appliances Product 25,7.0,1213.83,0.4,-92.33
ORD103213,2025-02-27,CUST1813,Priya Gupta,Mumbai,Rajasthan,South,Furniture,Tables,Tables Product 14,2.0,2149.16,0.2,403.79
ORD100291,2024-04-13,CUST1291,Sneha Joshi,Bengaluru,Maharashtra,South,Clothing,Men,Men Product 18,3.0,1146.32,0.15,160.98
ORD104162,2024-01-01,CUST1562,Neha Verma,Agra,Karnataka,West,Electronics,Audio,Audio Product 23,3.0,1668.69,0.05,379.87
ORD101397,2024-11-25,CUST1197,Vikas Yadav,Kolkata,Uttar Pradesh,,Furniture,Beds,Beds Product 17,7.0,2204.73,0.2,454.71
ORD100533,2025-12-29,CUST1533,Arjun Kumar,Bengaluru,West Bengal,South,Furniture,Beds,Beds Product 1,2.0,613.91,0.1,38.8
ORD101566,2024-06-18,CUST1366,Aman Sharma,Jaipur,Maharashtra,West,Home & Kitchen,Bedding,Bedding Product 21,7.0,2275.06,0.2,509.87
ORD100751,2024-05-24,CUST1751,Vikas Yadav,Agra,Maharashtra,East,Electronics,Accessories,Accessories Product 1,5.0,1768.51,0.15,353.15
ORD101746,2024-12-14,CUST1546,Priya Gupta,Jaipur,West Bengal,West,Furniture,Chairs,Chairs Product 16,7.0,1856.36,0.0,98.01
ORD101965,2025-07-09,CUST1765,Anjali Mehta,Mumbai,Gujarat,East,Electronics,Audio,Audio Product 28,6.0,5094.09,0.2,1118.04
ORD100915,2025-04-14,CUST1915,Rohit Agarwal,Jaipur,Tamil Nadu,South,Home & Kitchen,Cookware,Cookware Product 20,5.0,439.27,0.15,77.26
ORD103123,2025-10-15,CUST1723,Priya Gupta,Bengaluru,Rajasthan,West,Clothing,Kids,Kids Product 6,2.0,345.12,0.05,33.37
ORD104997,2024-04-10,CUST1197,Anjali Mehta,Bengaluru,Rajasthan,West,Furniture,Storage,Storage Product 11,2.0,1539.89,0.2,148.58
ORD102619,2025-04-10,CUST1219,Arjun Kumar,Jaipur,Maharashtra,West,Sports,Cycling,Cycling Product 30,7.0,864.89,0.2,54.86
ORD104085,2024-09-04,CUST1485,Aman Sharma,Kolkata,Gujarat,West,Clothing,Footwear,Footwear Product 28,1.0,3558.62,0.15,46.31
ORD101034,2024-10-22,CUST2034,Neha Verma,Kolkata,West Bengal,East,Home & Kitchen,Bedding,Bedding Product 23,1.0,1349.32,0.1,180.77
ORD104960,2024-11-04,CUST1160,Arjun Kumar,Chennai,Maharashtra,North,Home & Kitchen,Decor,Decor Product 1,5.0,2537.53,0.15,461.65
ORD102984,2024-06-10,CUST1584,Rahul Singh,Mumbai,Rajasthan,North,Sports,Fitness,Fitness Product 16,1.0,916.16,0.15,22.88
ORD103307,2025-11-08,CUST1907,Neha Verma,Delhi,Gujarat,North,Home & Kitchen,Bedding,Bedding Product 7,7.0,1410.48,0.3,230.75
ORD101553,2024-03-29,CUST1353,Sneha Joshi,Ahmedabad,West Bengal,West,Sports,Outdoor,Outdoor Product 2,7.0,1183.89,0.2,62.55
ORD103458,2024-06-13,CUST2058,Neha Verma,Agra,Gujarat,South,Home & Kitchen,Appliances,Appliances Product 4,7.0,795.32,0.1,85.45
ORD102420,2024-12-24,CUST1020,Sneha Joshi,Jaipur,Maharashtra,South,Furniture,Tables,Tables Product 13,6.0,332.34,0.3,59.49
ORD102266,2024-09-20,CUST2066,Anjali Mehta,Mumbai,Karnataka,North,Electronics,Phones,Phones Product 25,6.0,341.36,0.2,1.51
ORD104775,2025-04-24,CUST2175,Pooja Singh,Bengaluru,Delhi,North,Furniture,Chairs,Chairs Product 17,6.0,601.79,0.0,74.18
ORD104950,2024-08-21,CUST1150,Aman Sharma,Mumbai,Gujarat,East,Home & Kitchen,Appliances,Appliances Product 26,,2413.3,0.05,629.29
ORD101049,2024-04-13,CUST2049,Anjali Mehta,Kolkata,Maharashtra,South,Sports,Outdoor,Outdoor Product 11,5.0,1674.45,0.3,192.23
ORD104556,2025-02-17,CUST1956,Aman Sharma,Delhi,Uttar Pradesh,North,Clothing,Women,Women Product 21,5.0,452.14,0.3,73.69
ORD104955,2024-07-25,CUST1155,Priya Gupta,Ahmedabad,Maharashtra,East,Home & Kitchen,Cookware,Cookware Product 27,5.0,868.53,0.0,213.97
ORD101242,2024-03-18,CUST1042,Arjun Kumar,Mumbai,Delhi,East,Sports,Fitness,Fitness Product 12,1.0,2475.15,0.2,59.57
ORD102497,2024-04-06,CUST1097,Neha Verma,Ahmedabad,Karnataka,West,Sports,Cricket,Cricket Product 1,6.0,925.21,0.0,197.63
ORD100734,2025-09-01,CUST1734,Sneha Joshi,Jaipur,Uttar Pradesh,South,Home & Kitchen,Cookware,Cookware Product 18,7.0,3532.91,0.3,178.76
ORD103258,2024-09-24,CUST1858,Arjun Kumar,Agra,Rajasthan,South,Furniture,Chairs,Chairs Product 23,7.0,1223.0,0.15,108.98
ORD103275,2025-10-19,CUST1875,Neha Verma,Mumbai,Karnataka,North,Clothing,Kids,Kids Product 28,7.0,1926.15,0.0,537.38
ORD101101,2025-07-03,CUST2101,Neha Verma,Agra,West Bengal,East,Sports,Cricket,Cricket Product 22,7.0,436.42,0.15,45.98
ORD101210,2024-04-22,CUST1010,Pooja Singh,Chennai,Tamil Nadu,East,Clothing,Footwear,Footwear Product 10,3.0,586.03,0.1,61.57
ORD102274,2024-11-06,CUST2074,Priya Gupta,Ahmedabad,West Bengal,South,Clothing,Men,Men Product 22,4.0,643.24,0.0,144.1
ORD100944,2024-05-16,CUST1944,Vikas Yadav,Delhi,Maharashtra,South,Clothing,Kids,Kids Product 11,1.0,972.99,0.1,96.65
ORD101505,2024-12-09,CUST1305,Rohit Agarwal,Kolkata,Rajasthan,North,Furniture,Storage,Storage Product 13,7.0,2966.35,,129.6
ORD104993,2025-02-23,CUST1193,Rahul Singh,Chennai,Karnataka,North,Electronics,Phones,Phones Product 27,7.0,999.52,0.2,119.83
ORD101322,2024-01-27,CUST1122,Vikas Yadav,Bengaluru,Gujarat,East,Sports,Cycling,Cycling Product 11,4.0,883.87,0.4,30.98
ORD103917,2024-06-09,CUST1317,Priya Gupta,Bengaluru,Uttar Pradesh,North,Sports,Outdoor,Outdoor Product 5,2.0,973.6,0.15,100.27
ORD102021,2024-07-11,CUST1821,Arjun Kumar,Agra,Gujarat,South,Electronics,Laptops,Laptops Product 24,4.0,606.94,0.05,86.63
ORD103318,2024-07-31,CUST1918,Neha Verma,Jaipur,West Bengal,North,Clothing,Women,Women Product 19,3.0,882.45,0.1,214.81
ORD101090,2025-11-15,CUST2090,Sneha Joshi,Kolkata,Rajasthan,West,Home & Kitchen,Decor,Decor Product 15,3.0,1808.52,0.15,46.12
ORD102195,2025-04-27,CUST1995,Pooja Singh,Agra,Uttar Pradesh,West,Home & Kitchen,Bedding,Bedding Product 13,7.0,2091.27,0.2,-26.93
ORD100070,2025-07-19,CUST1070,Rahul Singh,Kolkata,West Bengal,West,Electronics,Accessories,Accessories Product 16,7.0,1023.92,0.15,139.82
ORD102187,2024-07-20,CUST1987,Priya Gupta,Mumbai,Rajasthan,West,Clothing,Kids,Kids Product 7,4.0,1212.93,0.0,108.2
ORD104289,2024-01-17,CUST1689,Aman Sharma,Ahmedabad,Uttar Pradesh,East,Electronics,Accessories,Accessories Product 3,2.0,7684.58,0.1,1790.51
ORD104078,2025-06-19,CUST1478,Pooja Singh,Chennai,Gujarat,West,Furniture,Beds,Beds Product 10,7.0,3019.42,0.0,253.41
ORD103292,2025-03-25,CUST1892,Sneha Joshi,Mumbai,Gujarat,East,Electronics,Audio,Audio Product 13,6.0,2999.25,0.15,155.68
ORD101057,2025-03-23,CUST2057,Rahul Singh,Jaipur,Uttar Pradesh,East,Home & Kitchen,Decor,Decor Product 19,6.0,1163.24,0.2,169.47
ORD101995,2024-11-01,CUST1795,Arjun Kumar,Mumbai,West Bengal,West,Home & Kitchen,Appliances,Appliances Product 20,3.0,684.19,0.2,65.98
